ID ID_BURGDORF NAME LOCATION PROXY LON LAT SEAS VARIABLE UNIT PERIOD_START PERIOD_END N REF_PERIOD_START REF_PERIOD_END REFDATA MODEL CORREL PVAL
505 249 Reconstruction_Low_Countries_Temp_JJA Low_Countries Temp 4.4 51.2602 summer Temperature_reconstruction degC 1400 2000 600 1851 1900 HadCRUT5 JunJulAug 0.8160974 5.16e-13
506 390 Reconstruction_Northern_Italy_Temp_DJF Northern_Italy Temp 11 44 winter Temperature_reconstruction degC 1500 1800 301 NA NA NA none NA NA
507 391 Reconstruction_Northern_Italy_Temp_MAM Northern_Italy Temp 11 44 spring Temperature_reconstruction degC 1500 1800 301 NA NA NA none NA NA
508 392 Reconstruction_Northern_Italy_Temp_JJA Northern_Italy Temp 11 44 summer Temperature_reconstruction degC 1500 1800 301 NA NA NA none NA NA
509 393 Reconstruction_Northern_Italy_Temp_SON Northern_Italy Temp 11 44 fall Temperature_reconstruction degC 1500 1800 301 NA NA NA none NA NA
510 337 Thermal_climate_Poland_Temp_index_JAN Poland Temp_index 19.45 51.77 winter Temperature_index index 1503 2000 356 1851 1900 HadCRUT5 qnorm.Jan 0.9131409 2.46e-20
511 337 Thermal_climate_Poland_Temp_index_FEB Poland Temp_index 19.45 51.77 winter Temperature_index index 1502 2000 355 1851 1900 HadCRUT5 qnorm.Feb 0.8921706 3.46e-18
512 337 Thermal_climate_Poland_Temp_index_MAR Poland Temp_index 19.45 51.77 spring Temperature_index index 1502 2000 353 1851 1900 HadCRUT5 qnorm.Mar 0.8826468 2.36e-17
513 337 Thermal_climate_Poland_Temp_index_APR Poland Temp_index 19.45 51.77 spring Temperature_index index 1502 2000 351 1851 1900 HadCRUT5 qnorm.Apr 0.8878277 8.49e-18
514 337 Thermal_climate_Poland_Temp_index_MAY Poland Temp_index 19.45 51.77 spring Temperature_index index 1502 2000 346 1851 1900 HadCRUT5 qnorm.May 0.9064392 1.35e-19
515 337 Thermal_climate_Poland_Temp_index_JUN Poland Temp_index 19.45 51.77 summer Temperature_index index 1502 2000 341 1851 1900 HadCRUT5 qnorm.Jun 0.8941122 2.29e-18
516 337 Thermal_climate_Poland_Temp_index_JUL Poland Temp_index 19.45 51.77 summer Temperature_index index 1502 2000 346 1851 1900 HadCRUT5 qnorm.Jul 0.8810051 3.23e-17
517 337 Thermal_climate_Poland_Temp_index_AUG Poland Temp_index 19.45 51.77 summer Temperature_index index 1502 2000 345 1851 1900 HadCRUT5 qnorm.Aug 0.7715044 5.49e-11
518 337 Thermal_climate_Poland_Temp_index_SEP Poland Temp_index 19.45 51.77 fall Temperature_index index 1502 2000 343 1851 1900 HadCRUT5 qnorm.Sep 0.8296622 9.65e-14
519 337 Thermal_climate_Poland_Temp_index_OCT Poland Temp_index 19.45 51.77 fall Temperature_index index 1502 2000 338 1851 1900 HadCRUT5 qnorm.Oct 0.8771333 6.66e-17
520 337 Thermal_climate_Poland_Temp_index_NOV Poland Temp_index 19.45 51.77 fall Temperature_index index 1502 2000 343 1851 1900 HadCRUT5 qnorm.Nov 0.8509402 5.06e-15
521 337 Thermal_climate_Poland_Temp_index_DEC Poland Temp_index 19.45 51.77 winter Temperature_index index 1502 2000 354 1851 1900 HadCRUT5 qnorm.Dec 0.8483629 7.4e-15
522 342 Thermal_climate_Wroclaw_Temp_index_JAN Wroclaw Temp_index 17.03 51.1 winter Temperature_index index 1701 2000 220 NA NA NA none NA NA
523 342 Thermal_climate_Wroclaw_Temp_index_FEB Wroclaw Temp_index 17.03 51.1 winter Temperature_index index 1701 2000 220 NA NA NA none NA NA
524 342 Thermal_climate_Wroclaw_Temp_index_MAR Wroclaw Temp_index 17.03 51.1 spring Temperature_index index 1701 2000 220 NA NA NA none NA NA
525 342 Thermal_climate_Wroclaw_Temp_index_APR Wroclaw Temp_index 17.03 51.1 spring Temperature_index index 1701 2000 220 NA NA NA none NA NA
526 342 Thermal_climate_Wroclaw_Temp_index_MAY Wroclaw Temp_index 17.03 51.1 spring Temperature_index index 1701 2000 220 NA NA NA none NA NA
527 342 Thermal_climate_Wroclaw_Temp_index_JUN Wroclaw Temp_index 17.03 51.1 summer Temperature_index index 1701 2000 220 NA NA NA none NA NA
528 342 Thermal_climate_Wroclaw_Temp_index_JUL Wroclaw Temp_index 17.03 51.1 summer Temperature_index index 1701 2000 220 NA NA NA none NA NA
529 342 Thermal_climate_Wroclaw_Temp_index_AUG Wroclaw Temp_index 17.03 51.1 summer Temperature_index index 1701 2000 220 NA NA NA none NA NA
530 342 Thermal_climate_Wroclaw_Temp_index_SEP Wroclaw Temp_index 17.03 51.1 fall Temperature_index index 1701 2000 220 NA NA NA none NA NA
531 342 Thermal_climate_Wroclaw_Temp_index_OCT Wroclaw Temp_index 17.03 51.1 fall Temperature_index index 1701 2000 220 NA NA NA none NA NA
532 342 Thermal_climate_Wroclaw_Temp_index_NOV Wroclaw Temp_index 17.03 51.1 fall Temperature_index index 1701 2000 220 NA NA NA none NA NA
533 342 Thermal_climate_Wroclaw_Temp_index_DEC Wroclaw Temp_index 17.03 51.1 winter Temperature_index index 1701 2000 220 NA NA NA none NA NA
534 382 Reconstruction_Western_Mediterranean_Temp_DJF Western_Mediterranean Temp 14 42.5 winter Temperature_reconstruction degC 1500 1800 301 NA NA NA none NA NA
535 383 Reconstruction_Western_Mediterranean_Temp_MAM Western_Mediterranean Temp 14 42.5 spring Temperature_reconstruction degC 1500 1800 301 NA NA NA none NA NA
536 384 Reconstruction_Western_Mediterranean_Temp_JJA Western_Mediterranean Temp 14 42.5 summer Temperature_reconstruction degC 1500 1800 301 NA NA NA none NA NA
537 385 Reconstruction_Western_Mediterranean_Temp_SON Western_Mediterranean Temp 14 42.5 fall Temperature_reconstruction degC 1500 1800 301 NA NA NA none NA NA
538 327 Plant_phenology_Czech_Lands_Wheat_Harvest_Date Czech_Lands Wheat 14.1318 50.53348 summer Wheat_harvest_date DOY 1501 2008 508 1851 1950 HadCRUT5 MarAprMayJun 0.7308419 4.61e-15
539 287 Plant_phenology_Switzerland_Wheat_Harvest_Date Switzerland Wheat 7 47 summer Wheat_harvest_date DOY 1454 1970 491 1851 1950 HadCRUT5 FebMayJunJul 0.6981444 1.44e-12
540 299 Ice_phenology_Baltic_Sea_Baltic_sea_ice_extent Baltic_Sea Baltic 24.75 59.5 winter SeaIceExtent Extent 1720 2014 295 1851 1900 HadCRUT5 log10.OctNovDecJanFebMarAprMayJunJulAugSep 0.8052371 1.79e-12
541 251 Plant_phenology_Alsace_Grape_Harvest_Date Alsace Grape 7.28 48.17 summer Grape_Harvest_Date DOY 1700 2005 262 1851 1950 HadCRUT5 MayJunJul 0.6783711 1.08e-09
542 252 Plant_phenology_Auvergne_Grape_Harvest_Date Auvergne Grape 3.17 45.58 summer Grape_Harvest_Date DOY 1799 1879 80 1851 1879 HadCRUT5 MayJunJulAugSep 0.8300497 3.03e-05
543 253 Plant_phenology_AuxerreAvalon_Grape_Harvest_Date AuxerreAvalon Grape 3.57 47.78 summer Grape_Harvest_Date DOY 1751 1879 128 1851 1879 HadCRUT5 MayJunJulAugSep 0.9068634 6.12e-08
544 NA Plant_phenology_Beaujolais_Maconnais_Grape_Harvest_Date Beaujolais_Maconnais Grape 4.58 46.24 summer Grape_Harvest_Date DOY 1892 1976 73 1892 1950 HadCRUT5 AprMayJunJul 0.796378 9.63e-09
545 254 Plant_phenology_Bordeaux_Grape_Harvest_Date Bordeaux Grape -0.75 45.18 summer Grape_Harvest_Date DOY 1449 2006 327 1851 1950 HadCRUT5 MayJunJul 0.6443862 3.36e-11
546 256 Plant_phenology_Champagne1_Grape_Harvest_Date Champagne1 Grape 3.97 49.04 summer Grape_Harvest_Date DOY 1799 1879 81 1851 1879 HadCRUT5 MayJunJulAugSep 0.8917422 3.01e-07
547 257 Plant_phenology_Champagne2_Grape_Harvest_Date Champagne2 Grape 4.28 47.98 summer Grape_Harvest_Date DOY 1806 2006 183 1851 1950 HadCRUT5 MayJunJulAug 0.7869657 5.82e-19
548 258 Plant_phenology_Gaillac_South_West_Grape_Harvest_Date Gaillac_South_West Grape 1.9 43.9 summer Grape_Harvest_Date DOY 1483 1789 73 NA NA NA none NA NA
549 259 Plant_phenology_Germany_Grape_Harvest_Date Germany Grape 9.17 48.77 summer Grape_Harvest_Date DOY 1611 1830 198 NA NA NA none NA NA
550 260 Plant_phenology_High_Loire_Valley_Grape_Harvest_Date High_Loire_Valley Grape 2 47.07 summer Grape_Harvest_Date DOY 1600 1879 110 1851 1879 HadCRUT5 JunJul 0.8111794 8.75e-07
551 261 Plant_phenology_Ile_de_France_Grape_Harvest_Date Ile_de_France Grape 2.23 48.93 summer Grape_Harvest_Date DOY 1478 1977 419 1851 1950 HadCRUT5 MayJunJulAugSep 0.8062477 4.98e-20
552 262 Plant_phenology_Jura_Grape_Harvest_Date Jura Grape 5.88 46.93 summer Grape_Harvest_Date DOY 1448 1976 443 1851 1950 HadCRUT5 MayJunJulAugSep 0.7227372 1.61e-11
553 263 Plant_phenology_Languedoc_Grape_Harvest_Date Languedoc Grape 3.87 43.6 summer Grape_Harvest_Date DOY 1524 2007 289 1851 1950 HadCRUT5 MayJunJul 0.7796596 4.46e-06
554 264 Plant_phenology_Low_Loire_Valley_Grape_Harvest_Date Low_Loire_Valley Grape 0.22 47.15 summer Grape_Harvest_Date DOY 1801 2006 203 1851 1950 HadCRUT5 MayJunJul 0.5931793 5.37e-09
555 265 Plant_phenology_Luxembourg_Grape_Harvest_Date Luxembourg Grape 6.13 49.67 summer Grape_Harvest_Date DOY 1840 1949 107 1851 1949 HadCRUT5 MayJunSep 0.5151613 2.43e-06
556 266 Plant_phenology_Maritimealps_Grape_Harvest_Date Maritimealps Grape 6 43.5 summer Grape_Harvest_Date DOY 1500 1796 223 NA NA NA none NA NA
557 267 Plant_phenology_Northern_Italy_Grape_Harvest_Date Northern_Italy Grape 10.17 46.22 summer Grape_Harvest_Date DOY 1623 1884 163 1851 1884 HadCRUT5 May 0.4939675 0.00646
558 268 Plant_phenology_Northern_Lorraine_Grape_Harvest_Date Northern_Lorraine Grape 5.88 48.68 summer Grape_Harvest_Date DOY 1752 1884 127 1851 1884 HadCRUT5 MayJunJulAugSep 0.8696855 7.9e-08
559 269 Plant_phenology_Northern_Rhone_Valley_Grape_Harvest_Date Northern_Rhone_Valley Grape 4.83 45.48 summer Grape_Harvest_Date DOY 1537 2006 128 1851 1950 HadCRUT5 MayJunJulAugSepOct 0.8396274 0.000177
560 270 Plant_phenology_Savoie_Grape_Harvest_Date Savoie Grape 6 45.6 summer Grape_Harvest_Date DOY 1713 1879 123 1851 1879 HadCRUT5 MayJunJulAugSepOct 0.8465207 7.03e-05
561 271 Plant_phenology_Spain_Grape_Harvest_Date Spain Grape -3.3 42.34 summer Grape_Harvest_Date DOY 1499 2007 348 1855 1950 HadCRUT5 Jun 0.3639426 0.008
562 272 Plant_phenology_Southern_Lorraine_Grape_Harvest_Date Southern_Lorraine Grape 5.88 47.98 summer Grape_Harvest_Date DOY 1760 1879 109 1851 1879 HadCRUT5 MayJunJulAugSep 0.9043814 8.1e-08
563 273 Plant_phenology_Southern_Rhone_Valley_Grape_Harvest_Date Southern_Rhone_Valley Grape 5.05 43.98 summer Grape_Harvest_Date DOY 1433 2006 451 1851 1950 HadCRUT5 MayJunJul 0.4745262 6.32e-05
564 275 Plant_phenology_South_Eastern_France_Grape_Harvest_Date South_Eastern_France Grape 3.47 43.74 summer Grape_Harvest_Date DOY 1543 1933 117 1851 1933 HadCRUT5 Oct 0.3131231 0.0224
565 276 Plant_phenology_Vendee_Poitou_Charente_Grape_Harvest_Date Vendee_Poitou_Charente Grape -1.5 46.45 summer Grape_Harvest_Date DOY 1600 1877 106 1851 1877 HadCRUT5 Jul 0.4778914 0.0117
566 300 Plant_phenology_Finland_Pheno_Index_spring Finland Pheno_Index 24.9 60.19206 spring Start_Date DOY 1750 1924 169 1855 1924 HadCRUT5 SepDecJan 0.3943941 0.0113
567 277 Plant_phenology_Beaune_Grape_Harvest_Date Beaune Grape 4.8397 47.025 summer Grape_Harvest_Date DOY 1400 2014 614 1851 1950 HadCRUT5 MayJunJul 0.6474353 2.44e-11
568 347 Plant_phenology_Switzerland_Grape_Harvest_Date Switzerland Grape 7.15 47.083 summer Grape_Harvest_Date DOY 1444 2011 540 1851 1950 HadCRUT5 MayJunJul 0.7467791 1.96e-16
569 392 Plant_phenology_CzechLands_Grape_Harvest_Date CzechLands Grape 14.13278 50.53417 summer Grape_Harvest_Date DOY 1499 2014 516 1851 1950 HadCRUT5 MayJunJulOct 0.5987174 1.55e-08
601 500 Ice_phenology_Nikolaevsk_Amur_River_freeze-up Nikolaevsk Amur_River 140.78 53.13 earlywinter freeze_up_date DOY 1854 1907 44 1855 1908 station OctNov 0.5679569 0.000903
602 501 Ice_phenology_Nikolaevsk_Amur_River_break-up Nikolaevsk Amur_River 140.78 53.13 latespring break_up_date DOY 1855 1907 47 1855 1907 station MarAprMay 0.7422702 9.39e-07
603 320 Ice_phenology_Irkutsk_Angara_River_freeze-up Irkutsk Angara_River 104.7 51.9 earlywinter freeze_up_date DOY 1720 1955 236 1851 1950 station OctNovDecJan 0.6523629 5.95e-08
604 321 Ice_phenology_Irkutsk_Angara_River_break-up Irkutsk Angara_River 104.7 51.9 latespring break_up_date transformed_DOY 1721 1956 236 1851 1950 station AprMay 0.3173977 0.0219
605 459 Ice_phenology_Annecy_Annecy_first_snow Annecy Annecy 6.1 45.9 earlywinter first_snow_fall DOY 1776 1911 133 1852 1901 station OctNov 0.5456332 0.000352
606 470 Ice_phenology_Budapest_Danube_River_freeze-up Budapest Danube_River 19.02 47.49 earlywinter freeze_up_date DOY 1782 2001 151 1851 1950 station NovDec 0.5607281 1.83e-06
607 471 Ice_phenology_Budapest_Danube_River_break-up Budapest Danube_River 19.02 47.49 latespring break_up_date DOY 1775 2000 148 1851 1950 station JanFebMar 0.8058666 1.36e-16
608 423 Plant_phenology_Zurich_Cherry_Tree_flowering Zurich Cherry_Tree 8.5 47.3 spring flowering_date transformed_DOY 1721 2003 283 1864 1950 station JanFebMarApr 0.7310925 8.05e-13
609 87 Plant_phenology_Kyoto_Cherry_Tree_flowering Kyoto Cherry_Tree 135.8 35 spring flowering_date DOY 1401 2003 548 1881 1950 station MarApr 0.6868131 6.68e-09
610 92 Plant_phenology_Tokyo_Cherry_Tree_flowering Tokyo Cherry_Tree 139.7 35.6 spring flowering_date DOY 1636 1905 207 1877 1905 station MarAprMay 0.8531575 3.06e-07
611 497 Ice_phenology_Middletown_Connecticut_River_freeze-up Middletown Connecticut_River -72.6 41.5 earlywinter freeze_up_date DOY 1779 1839 45 1781 1840 station NovDec 0.6326727 4.68e-05
612 498 Ice_phenology_Middletown_Connecticut_River_break-up Middletown Connecticut_River -72.6 41.5 latespring break_up_date DOY 1762 1840 43 1781 1840 station JanFeb 0.5332092 0.00339
613 548 Ice_phenology_Dnipro_Dnieper_River_freeze-up Dnipro Dnieper_River 35.06 48.45 earlywinter freeze_up_date DOY 1818 1879 53 1824 1866 station Dec 0.7778431 6.85e-07
614 549 Ice_phenology_Dnipro_Dnieper_River_break-up Dnipro Dnieper_River 35.06 48.45 latespring break_up_date DOY 1802 1879 67 1824 1866 station FebMar 0.6758636 0.000486499
615 546 Ice_phenology_Kyiv_Dnieper_River_freeze-up Kyiv Dnieper_River 30.5 50.45 earlywinter freeze_up_date DOY 1799 1878 69 1812 1879 station NovDec 0.7839412 1.72e-11
616 547 Ice_phenology_Kyiv_Dnieper_River_break-up Kyiv Dnieper_River 30.5 50.45 latespring break_up_date DOY 1799 1878 70 1812 1878 station JanFebMar 0.8221676 1.59e-12
617 466 Ice_phenology_Fort_Albany_Albany_River_break-up Fort_Albany Albany_River -81.7 52.2 latespring break_up_date transformed_DOY 1722 1939 181 1878 1940 station AprMay 0.7650601 4.45e-06
618 458 Ice_phenology_Haarlem_Haarlem_Leiden_Canal_freezing_days Haarlem Haarlem_Leiden_Canal 4.6 52.4 winter days_of_freeze days 1634 1839 147 1707 1757 station JanFeb 0.8222509 1.78e-12
619 247 Ice_phenology_Iceland_Iceland_ice_index Iceland Iceland -22.73 65.08 winter ice_index index 1601 2000 400 1851 1950 station DecJanFebMarAprMay 0.6763487 2.01e-10
620 558 Ice_phenology_Tobolsk_Irtysh_River_freeze-up Tobolsk Irtysh_River 68.23 58.2 earlywinter freeze_up_date DOY 1812 1902 83 1832 1903 station OctNov 0.7317605 1.01e-06
621 559 Ice_phenology_Tobolsk_Irtysh_River_break-up Tobolsk Irtysh_River 68.23 58.2 latespring break_up_date DOY 1812 1902 83 1832 1902 station AprMay 0.6188789 0.000213724
622 488 Ice_phenology_Gardiner_Kennebec_River_freeze-up Gardiner Kennebec_River -69.7 44.3 earlywinter freeze_up_date transformed_DOY 1786 1857 63 1791 1840 station Nov 0.4347352 0.0102
623 489 Ice_phenology_Gardiner_Kennebec_River_break-up Gardiner Kennebec_River -69.7 44.3 latespring break_up_date DOY 1785 1857 68 1791 1840 station FebMar 0.5628772 0.00186
624 472 Ice_phenology_Burlington_Lake_Champlain_freeze-up Burlington Lake_Champlain -73.33 44.5 earlywinter freeze_up_date DOY 1815 2000 153 1893 1950 station Jan 0.6369446 3.84e-07
625 473 Ice_phenology_Brewerton_Lake_Champlain_break-up Brewerton Lake_Champlain -76.1 43.3 latespring break_up_date transformed_DOY 1827 2003 169 1890 1950 station Mar 0.7475595 1.57e-11
626 474 Ice_phenology_Standish_Lake_Sebago_break-up Standish Lake_Sebago -70.6 43.8 latespring break_up_date DOY 1807 2003 153 1886 1950 station JanFebMarApr 0.7941325 1.59e-10
627 94 Ice_phenology_central_Japan_Lake_Suwa_freeze-up central_Japan Lake_Suwa 138.1 36 earlywinter freeze_up_date DOY 1599 1953 209 1877 1950 station NovDec 0.5876669 5.86e-05
628 578 Ice_phenology_Yakutsk_Lena_River_freeze-up Yakutsk Lena_River 129.7 62.01 earlywinter freeze_up_date DOY 1826 1907 50 1830 1907 station Oct 0.4889441 0.00137
629 579 Ice_phenology_Yakutsk_Lena_River_break-up Yakutsk Lena_River 129.7 62.01 latespring break_up_date transformed_DOY 1827 1906 55 1830 1907 station May 0.5320776 0.000343
630 453 Ice_phenology_Vasteras_Lake_Malaren_break-up Vasteras Lake_Malaren 16.5 59.6 latespring break_up_date transformed_DOY 1712 1999 288 1851 1950 station JanFebMarAprMay 0.8515738 6.8e-25
631 89 Plant_phenology_Kyoto_Maple_Tree_leaf_colouring Kyoto Maple_Tree 135.8 35 fall leaf_colouring_date DOY 1400 2003 434 1882 1950 station OctNov 0.5270143 2.56e-05
633 455 Ice_phenology_New_Brunswick_Miramichi_River_break-up New_Brunswick Miramichi_River -65.45 47.02 latespring break_up_date DOY 1830 1956 127 1901 1950 station MarApr 0.8079731 2.71e-11
634 468 Ice_phenology_Davenport_Mississippi_River_freeze-up Davenport Mississippi_River -90.56 41.52 earlywinter freeze_up_date DOY 1841 1934 87 1873 1935 station NovDec 0.6756187 5.23e-08
635 469 Ice_phenology_Davenport_Mississippi_River_break-up Davenport Mississippi_River -90.56 41.52 latespring break_up_date DOY 1842 1935 87 1873 1935 station NovDecJanFebMar 0.7945554 3e-10
636 586 Ice_phenology_St_Petersburg_Newa_River_freeze-up St_Petersburg Newa_River 30.35 59.93 earlywinter freeze_up_date DOY 1706 1882 164 1751 1850 station Nov 0.6128032 4.57e-10
637 587 Ice_phenology_St_Petersburg_Newa_River_break-up St_Petersburg Newa_River 30.5 59.93 latespring break_up_date DOY 1706 1882 173 1751 1850 station MarApr 0.7930027 1.88e-19
638 492 Ice_phenology_Newfoundland_Newfoundland_ice_cover Newfoundland Newfoundland -52.73 47.62 spring ice_cover km2 1810 2003 194 1851 1950 station FebMar 0.6344635 6.84e-09
639 613 Ice_phenology_Arkhangelsk_Northern_Dvina_River_freeze-up Arkhangelsk Northern_Dvina_River 40.51 64.53 earlywinter freeze_up_date DOY 1734 1879 146 1814 1880 station OctNov 0.5649953 6.66e-06
640 614 Ice_phenology_Arkhangelsk_Northern_Dvina_River_break-up Arkhangelsk Northern_Dvina_River 40.51 64.53 latespring break_up_date DOY 1734 1879 146 1814 1879 station AprMay 0.6391675 1.11e-07
641 588 Ice_phenology_Barnaul_Ob_River_freeze-up Barnaul Ob_River 83.8 53.33 earlywinter freeze_up_date DOY 1751 1905 106 1851 1906 station OctNov 0.6818231 5.68e-07
642 589 Ice_phenology_Barnaul_Ob_River_break-up Barnaul Ob_River 83.8 53.33 latespring break_up_date DOY 1751 1905 110 1851 1905 station MarApr 0.8440906 3.54e-13
643 601 Ice_phenology_Onega_Onega_River_freeze-up Onega Onega_River 38.13 63.9 earlywinter freeze_up_date DOY 1780 1878 87 1814 1879 station Nov 0.7085397 5.76e-11
644 601 Ice_phenology_Onega_Onega_River_break-up Onega Onega_River 38.13 63.9 latespring break_up_date DOY 1780 1878 87 1814 1878 station AprMay 0.7309164 1.11e-10
645 635 Ice_phenology_Karpinsk_Pond_Karpinsk_freeze-up Karpinsk Pond_Karpinsk 60 59.75 earlywinter freeze_up_date DOY 1839 1892 45 1839 1880 station OctNov 0.7204623 3.94e-06
646 636 Ice_phenology_Karpinsk_Pond_Karpinsk_break-up Karpinsk Pond_Karpinsk 60 59.75 latespring break_up_date DOY 1839 1894 38 1839 1880 station AprMay 0.4855751 0.0203
647 305 Ice_phenology_Jonsrud_Lake_Randsfjorden_break-up Jonsrud Lake_Randsfjorden 10.4 60.5 latespring break_up_date DOY 1758 2003 188 1851 1950 station MarApr 0.7105636 2.33e-08
648 235 Ice_phenology_Winnipeg_Red_River_freeze-up Winnipeg Red_River -97 50 earlywinter freeze_up_date DOY 1799 1981 162 1873 1950 station Nov 0.5447145 2.53e-07
649 236 Ice_phenology_Winnipeg_Red_River_break-up Winnipeg Red_River -97 50 latespring break_up_date DOY 1800 1994 180 1873 1950 station MarApr 0.8214534 5.09e-19
650 611 Ice_phenology_Syktvykar_Syssola_River_freeze-up Syktvykar Syssola_River 50.85 61.66 earlywinter freeze_up_date DOY 1800 1878 63 1818 1868 station OctNov 0.3953602 0.0307
651 612 Ice_phenology_Syktvykar_Syssola_River_break-up Syktvykar Syssola_River 50.85 61.66 latespring break_up_date DOY 1773 1879 90 1818 1868 station Apr 0.5060206 0.000458
652 317 Ice_phenology_Tallinn_Tallinn_Port_break-up Tallinn Tallinn_Port 24.7 59.5 latespring break_up_date DOY 1600 1996 363 1851 1950 station JanFebMarApr 0.7549509 3.12e-12
653 302 Ice_phenology_Tornio_Tornio_River_break-up Tornio Tornio_River 24.1 65.8 latespring break_up_date transformed_DOY 1693 2003 311 1860 1950 station AprMay 0.8509299 4.72e-25
654 493 Ice_phenology_Toronto_Toronto_Harbour_freeze-up Toronto Toronto_Harbour -79.4 43.63 earlywinter freeze_up_date DOY 1822 1986 109 1823 1919 station NovDec 0.5486736 1.23e-06
655 494 Ice_phenology_Toronto_Toronto_Harbour_break-up Toronto Toronto_Harbour -79.4 43.63 latespring break_up_date DOY 1823 1986 114 1823 1919 station FebMar 0.6197417 1e-08
656 513 Ice_phenology_Velsk_Vaga_River_break-up Velsk Vaga_River 42.11 61.08 latespring break_up_date DOY 1807 1878 58 1814 1878 station Apr 0.669874 7.62e-08
657 516 Ice_phenology_Warsaw_Vistula_River_freeze-up Warsaw Vistula_River 21.03 52.26 earlywinter freeze_up_date DOY 1724 1879 81 1780 1879 station NovDec 0.6836936 3.63e-10
658 517 Ice_phenology_Warsaw_Vistula_River_break-up Warsaw Vistula_River 21.03 52.26 latespring break_up_date DOY 1725 1879 85 1780 1879 station Feb 0.5060183 3.11e-06
659 532 Ice_phenology_Astrakhan_Volga_River_freeze-up Astrakhan Volga_River 48.05 46.3 earlywinter freeze_up_date DOY 1804 1879 62 1837 1880 station Dec 0.6771246 4.18e-06
660 533 Ice_phenology_Astrakhan_Volga_River_break-up Astrakhan Volga_River 48.05 46.3 latespring break_up_date DOY 1804 1879 59 1837 1879 station JanFebMarApr 0.8485687 1.1e-07
661 556 Ice_phenology_Riga_Western_Dvina_River_freeze-up Riga Western_Dvina_River 24.1 56.95 earlywinter freeze_up_date DOY 1601 1881 71 1795 1882 station OctNov 0.6446649 1.26e-05
662 557 Ice_phenology_Riga_Western_Dvina_break-up Riga Western_Dvina 24.1 56.95 latespring break_up_date DOY 1601 1881 198 1795 1881 station FebMarApr 0.7556087 1.57e-10
663 550 Ice_phenology_Yeniseysk_Yenisey_River_freeze-up Yeniseysk Yenisey_River 92.13 58.45 earlywinter freeze_up_date DOY 1821 1907 83 1872 1908 station OctNov 0.8393099 1.84e-09
664 551 Ice_phenology_Yeniseysk_Yenisey_River_break-up Yeniseysk Yenisey_River 92.13 58.45 latespring break_up_date DOY 1790 1907 106 1872 1907 station Apr 0.6248562 6.01e-05
665 509 Ice_phenology_Ufa_Belaya_River_freeze-up Ufa Belaya_River 55.95 54.71 earlywinter freeze_up_date DOY 1780 1879 87 1812 1879 station Oct 0.470976 0.00284
666 510 Ice_phenology_Ufa_Belaya_River_break-up Ufa Belaya_River 55.95 54.71 latespring break_up_date DOY 1780 1879 89 1812 1879 station FebMarApr 0.5904918 0.001645204
667 463 Ice_phenology_FortSevern_Severn_River_break-up FortSevern Severn_River -87.5 56 latespring break_up_date DOY 1763 1939 104 1775 1849 station Apr 0.635911 0.004558597
668 462 Ice_phenology_FortSevern_Severn_River_freeze-up FortSevern Severn_River -87.5 56 earlywinter freeze_up_date DOY 1760 1937 90 1775 1889 station Nov 0.7714869 0.00011
669 495 Ice_phenology_Albany_Hudson_River_freeze-up Albany Hudson_River -74.7 42.6 earlywinter freeze_up_date DOY 1789 1891 101 1790 1856 station NovDecJan 0.7176603 1.7e-09
670 496 Ice_phenology_Albany_Hudson_River_break-up Albany Hudson_River -74.7 42.6 latespring break_up_date DOY 1790 1892 87 1790 1856 station FebMar 0.7442658 3.85e-09
671 569 Ice_phenology_Perm_Kama_River_freeze-up Perm Kama_River 56.26 58.01 earlywinter freeze_up_date DOY 1791 1879 60 1832 1880 station Nov 0.4976923 0.00108
672 570 Ice_phenology_Perm_Kama_River_break-up Perm Kama_River 56.26 58.01 latespring break_up_date DOY 1787 1879 75 1832 1879 station Apr 0.6956735 2.24e-07
673 576 Ice_phenology_Kirensk_Lena_River_freeze-up Kirensk Lena_River 108.05 58.78 earlywinter freeze_up_date DOY 1815 1854 40 1815 1855 station Oct 0.652725 0.000992
674 577 Ice_phenology_Kirensk_Lena_River_break-up Kirensk Lena_River 108.05 57.78 latespring break_up_date DOY 1815 1854 40 1815 1854 station May 0.4109663 0.0574
675 609 Ice_phenology_Velikyustyug_Suchona_River_freeze-up Velikyustyug Suchona_River 46.3 60.76 earlywinter freeze_up_date DOY 1761 1879 94 1818 1868 station Dec 0.4603859 0.00916
676 610 Ice_phenology_Velikyustyug_Suchona_River_break-up Velikyustyug Suchona_River 46.3 60.76 latespring break_up_date DOY 1749 1879 106 1818 1868 station FebMarApr 0.7955473 9.42e-08
677 535 Ice_phenology_Vologda_Vologda_River_break-up Vologda Vologda_River 39.88 59.23 latespring break_up_date DOY 1781 1878 54 1781 1857 station Apr 0.7652861 5.3e-05
678 544 Ice_phenology_Kirov_Vyatka_River_freeze-up Kirov Vyatka_River 49.7 58.6 earlywinter freeze_up_date DOY 1800 1878 72 1812 1876 station JanFeb 0.3590147 0.0727
679 545 Ice_phenology_Kirov_Vyatka_River_break-up Kirov Vyatka_River 49.7 58.6 latespring break_up_date DOY 1800 1878 75 1812 1876 station Apr 0.7451676 9.97e-09
